0	38.95491315	-77.14905835	292.5190393	12
1	38.95492805	-77.14917438	292.5190393	12
2	38.95496458	-77.14927857	318.5450762	12
3	38.95499369	-77.14938782	310.7018362	12
4	38.95503831	-77.14948691	325.4827872	12
5	38.95507404	-77.14959716	316.3069109	12
6	38.9551022	-77.14970694	309.638677	12
7	38.95514046	-77.14980719	320.9507678	12
8	38.95518259	-77.14990841	323.3643069	12
9	38.9552319	-77.15000809	327.9640126	12
10	38.95528554	-77.15009709	332.8222367	12
11	38.9553483	-77.15017507	338.9731375	12
12	38.95541888	-77.15025954	339.6862868	12
13	38.95548729	-77.1503265	343.1565159	12
14	38.95556612	-77.15039318	345.3455325	12
15	38.95563971	-77.15045763	344.8514213	12
16	38.95570875	-77.15051728	345.0511145	12
17	38.95576343	-77.15061599	330.8437681	12
18	38.95580156	-77.15072083	319.6505158	12
19	38.95582808	-77.15083422	307.1376413	12
20	38.95583394	-77.15094992	279.2997658	12
21	38.95583112	-77.15106404	265.4312259	12
22	38.95582572	-77.15118035	261.4638607	12
23	38.95580004	-77.15128331	231.0924677	12
24	38.95574788	-77.15137939	209.6463101	12
25	38.95570711	-77.15127873	142.6509228	12
26	38.95576682	-77.15119553	23.29819372	12
27	38.95579529	-77.15108436	50.34348745	12
28	38.95580222	-77.15096323	79.49935699	12
29	38.9557983	-77.15084579	96.15850165	12
30	38.95577099	-77.15073534	128.6720869	12
31	38.95572856	-77.15063406	143.5809396	12
32	38.95567518	-77.15055041	154.1569259	12
33	38.95560321	-77.15048023	163.2229605	12
34	38.95552675	-77.15041763	165.7928921	12
35	38.95544858	-77.15035164	165.3656472	12
36	38.95537709	-77.1502833	163.5244256	12
37	38.95531309	-77.15020029	158.1325671	12
38	38.95525384	-77.15011047	154.8644887	12
39	38.95520585	-77.15001322	147.9022905	12
40	38.95515794	-77.14991701	148.1278003	12
41	38.95511297	-77.14981828	145.7940229	12
42	38.95507795	-77.14971353	137.1959765	12
43	38.95505154	-77.14960111	127.1776475	12
44	38.95502034	-77.14949277	132.9120479	12
45	38.95496785	-77.14939688	150.4986161	12
46	38.95493776	-77.14928879	131.9449872	12
47	38.95489964	-77.14918458	139.7340654	12
48	38.95488096	-77.14907244	118.2592443	12
49	38.954911	-77.14896868	46.93387566	12
50	38.95491315	-77.14905835	292.5190393	10
51	38.95492805	-77.14917438	292.5190393	10
52	38.95496458	-77.14927857	318.5450762	10
53	38.95499369	-77.14938782	310.7018362	10
54	38.95503831	-77.14948691	325.4827872	10
55	38.95507404	-77.14959716	316.3069109	10
56	38.9551022	-77.14970694	309.638677	10
57	38.95514046	-77.14980719	320.9507678	10
58	38.95518259	-77.14990841	323.3643069	10
59	38.9552319	-77.15000809	327.9640126	10
60	38.95528554	-77.15009709	332.8222367	10
61	38.9553483	-77.15017507	338.9731375	10
62	38.95541888	-77.15025954	339.6862868	10
63	38.95548729	-77.1503265	343.1565159	10
64	38.95556612	-77.15039318	345.3455325	10
65	38.95563971	-77.15045763	344.8514213	10
66	38.95570875	-77.15051728	345.0511145	10
67	38.95576343	-77.15061599	330.8437681	10
68	38.95580156	-77.15072083	319.6505158	10
69	38.95582808	-77.15083422	307.1376413	10
70	38.95583394	-77.15094992	279.2997658	10
71	38.95583112	-77.15106404	265.4312259	10
72	38.95582572	-77.15118035	261.4638607	10
73	38.95580004	-77.15128331	231.0924677	10
74	38.95574788	-77.15137939	209.6463101	10
75	38.95570711	-77.15127873	142.6509228	10
76	38.95576682	-77.15119553	23.29819372	10
77	38.95579529	-77.15108436	50.34348745	10
78	38.95580222	-77.15096323	79.49935699	10
79	38.9557983	-77.15084579	96.15850165	10
80	38.95577099	-77.15073534	128.6720869	10
81	38.95572856	-77.15063406	143.5809396	10
82	38.95567518	-77.15055041	154.1569259	10
83	38.95560321	-77.15048023	163.2229605	10
84	38.95552675	-77.15041763	165.7928921	10
85	38.95544858	-77.15035164	165.3656472	10
86	38.95537709	-77.1502833	163.5244256	10
87	38.95531309	-77.15020029	158.1325671	10
88	38.95525384	-77.15011047	154.8644887	10
89	38.95520585	-77.15001322	147.9022905	10
90	38.95515794	-77.14991701	148.1278003	10
